song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo
On The Other Hand,Randy Travis,186346,0.657,0.415,0.175,5.65e-06,0.132,-9.915,0.025,0.347,96.03
If I Had A Heart,Fever Ray,227866,0.411,0.221,0.779,0.765,0.107,-16.26,0.0294,0.124,170.111
Chasing Cars,Snow Patrol,267960,0.56,0.595,0.199,6.47e-05,0.132,-4.53,0.0274,0.144,104.011
Twistin' the Night Away,Sam Cooke,159893,0.581,0.696,0.673,0.0,0.322,-8.75,0.108,0.932,160.891
Unforgettable,Nat King Cole,191361,0.295,0.1,0.973,0.652,0.199,-17.948,0.0297,0.194,88.878
Mistaken For Strangers,The National,210960,0.535,0.927,0.0497,0.857,0.319,-5.306,0.031,0.754,133.01
Get Busy,Sean Paul,211666,0.735,0.824,0.615,0.0,0.158,-4.143,0.036,0.726,100.202
Que reste-t-il de nos amours,Charles Trenet,194800,0.41,0.137,0.983,0.00746,0.114,-18.649,0.0651,0.362,83.877
Everything I Own,Ken Boothe,224693,0.719,0.434,0.15,0.0,0.261,-9.359,0.0863,0.583,76.669
Rag Doll,Frankie Valli & The Four Seasons,181560,0.498,0.534,0.755,8.82e-05,0.0665,-8.346,0.0378,0.611,120.935
Dress,PJ Harvey,198240,0.423,0.512,0.00443,0.00145,0.0934,-16.51,0.0367,0.697,151.492
Blues Run the Game - Remastered,Jackson C. Frank,211986,0.374,0.121,0.951,0.00349,0.102,-13.921,0.0309,0.413,166.212
Patches,Clarence Carter,193826,0.639,0.544,0.617,0.0,0.479,-12.843,0.141,0.793,80.844
The Tide is High,The Paragons,166466,0.446,0.449,0.161,0.0,0.103,-8.452,0.0306,0.668,96.481
"Society's Child (Baby, I’ve Been Thinking)",Janis Ian,165680,0.517,0.0672,0.636,0.0,0.118,-13.287,0.0398,0.241,110.479
Wild World,Yusuf / Cat Stevens,200160,0.484,0.527,0.364,0.000489,0.112,-9.413,0.0357,0.554,151.914
Weather With You,Crowded House,224466,0.643,0.614,0.25,7.17e-06,0.214,-12.878,0.0279,0.891,93.982
FDT,YG,226640,0.8,0.51,0.172,0.0,0.259,-7.201,0.497,0.146,96.69
Hymne à l'amour,Édith Piaf,207226,0.218,0.39,0.953,0.00113,0.32,-6.757,0.0393,0.211,69.411
Golden Age,TV On The Radio,251893,0.709,0.806,0.0146,5.48e-05,0.097,-5.835,0.0637,0.582,110.056
The Ballad Of John And Yoko - Remastered,The Beatles,179853,0.656,0.862,0.00638,5.63e-05,0.0838,-8.165,0.0308,0.944,135.168
Hush - 1998 Remaster,Deep Purple,266840,0.57,0.635,0.00459,0.176,0.0901,-10.231,0.0482,0.196,108.431
It's Tricky,Run–D.M.C.,183760,0.965,0.857,0.00131,0.0,0.0726,-8.458,0.17,0.951,127.656
Burden In My Hand,Soundgarden,290066,0.32,0.802,0.00635,0.0125,0.185,-8.909,0.0395,0.588,183.424
Dirty Old Town,The Pogues,225426,0.511,0.464,0.256,4.2e-06,0.132,-10.765,0.0383,0.289,123.412
And It Stoned Me,Van Morrison,273973,0.605,0.406,0.277,6.47e-06,0.05,-13.435,0.0335,0.548,75.252
"Oh, Lady Be Good",Ella Fitzgerald,241533,0.238,0.183,0.877,0.000132,0.0941,-18.112,0.0348,0.152,87.22
Pepper,Butthole Surfers,297266,0.631,0.804,0.00589,0.00116,0.16,-5.492,0.166,0.671,79.898
Here I Go Again,Whitesnake,272653,0.421,0.696,0.0779,8.24e-05,0.179,-11.151,0.0334,0.214,90.382
Requiem,Lennie Tristano,292493,0.447,0.439,0.994,0.923,0.127,-11.853,0.0908,0.223,83.382
Steal My Sunshine - Single Version,LEN,265533,0.389,0.812,0.407,0.0,0.107,-11.499,0.485,0.679,192.145
Clear - Original 1983 Mix,Cybotron,295160,0.786,0.786,0.000316,0.808,0.783,-7.935,0.0598,0.256,125.287
Bang Bang (My Baby Shot Me Down) - 1995 Remaster,Cher,166933,0.508,0.423,0.264,0.0,0.201,-9.286,0.0263,0.704,83.729
SpottieOttieDopaliscious,Outkast,426853,0.828,0.656,0.00259,0.0024,0.144,-6.571,0.222,0.709,124.751
Dude (Looks Like A Lady),Aerosmith,265773,0.54,0.982,0.435,3.37e-05,0.0457,-2.962,0.0458,0.91,126.294
Annie I'm Not Your Daddy,Kid Creole And The Coconuts,227333,0.679,0.904,0.0466,0.00356,0.152,-8.635,0.0622,0.865,110.749
Getting Away with It - 2013 Remaster,Electronic,314693,0.601,0.746,0.000877,0.000327,0.124,-7.15,0.0255,0.622,125.996
My Ever Changing Moods,The Style Council,217426,0.54,0.413,0.859,1.32e-06,0.106,-8.277,0.0283,0.436,127.205
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,174693,0.831,0.553,0.718,4.13e-06,0.0668,-11.211,0.257,0.964,127.51
"Peppermint Twist, Pt. 1",Joey Dee & The Starliters,120346,0.426,0.69,0.714,0.0,0.807,-9.422,0.0741,0.866,198.712
Strawberry Letter 23,The Brothers Johnson,299066,0.73,0.622,0.269,0.00874,0.111,-11.7,0.0532,0.752,90.973
Star Sign,Teenage Fanclub,293440,0.148,0.697,2.78e-05,0.763,0.251,-19.391,0.0579,0.071,162.68
Tea For Two,Art Tatum,157333,0.438,0.256,0.988,0.872,0.15,-18.984,0.0355,0.556,122.13
I'll Be Seeing You,Bing Crosby,170560,0.269,0.0966,0.912,0.000157,0.128,-17.644,0.0341,0.112,101.362
Space Invaders Are Smoking Grass,I-F,371293,0.383,0.661,0.00186,0.894,0.111,-9.652,0.0608,0.306,132.192
I Get A Kick Out Of You - 1998 Digital Remaster,Frank Sinatra,175933,0.454,0.289,0.647,0.0,0.117,-11.502,0.0362,0.55,143.065
Gold Lion,Yeah Yeah Yeahs,187133,0.521,0.855,0.0223,5.54e-06,0.0869,-3.348,0.0686,0.257,158.744
The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,625293,0.473,0.67,0.446,3.15e-06,0.0957,-7.756,0.0353,0.808,152.484
Why Can't We Be Friends?,War,226866,0.784,0.726,0.244,0.0,0.116,-7.195,0.0384,0.96,91.906
Bam Bam,Sister Nancy,196506,0.722,0.605,0.825,0.0178,0.248,-6.07,0.153,0.709,165.998
Amos Moses,Jerry Reed,139226,0.738,0.723,0.4,0.00134,0.0166,-10.356,0.0728,0.95,105.541
Absolute Beginners - 2002 Remaster,David Bowie,337666,0.563,0.77,0.0712,0.125,0.205,-8.672,0.0388,0.43,114.229
Dedicated to the One I Love - Rerecorded Version,The Shirelles,136733,0.606,0.373,0.689,0.0,0.609,-8.723,0.0362,0.617,73.749
Private Idaho,The B-52's,216200,0.572,0.771,0.0245,4.04e-05,0.315,-11.455,0.0434,0.891,165.617
La Rock 01,Vitalic,326040,0.635,0.697,1.6e-06,0.932,0.358,-5.567,0.0733,0.564,136.493
Toys In The Attic,Aerosmith,185133,0.219,0.928,0.001,2.43e-06,0.341,-9.997,0.0697,0.446,197.462
One Night,Elvis Presley,152426,0.646,0.618,0.765,1.33e-06,0.304,-6.978,0.0339,0.772,80.19
Your Ghost,Kristin Hersh,196866,0.428,0.227,0.847,0.0,0.122,-14.155,0.0354,0.322,145.087
Who Loves The Sun,The Velvet Underground,165573,0.455,0.547,0.258,0.0,0.409,-11.494,0.0295,0.803,130.178
Drive-In Saturday - 2013 Remastered Version,David Bowie,277338,0.291,0.616,0.362,0.0,0.0651,-7.676,0.0341,0.446,67.441
Bristol Stomp,The Dovells,138893,0.655,0.77,0.626,0.0,0.541,-6.338,0.0649,0.9,105.394
"Return to Sender - (From ""Girls! Girls! Girls!"")",Elvis Presley,127413,0.824,0.53,0.644,0.0,0.0663,-10.034,0.0526,0.967,130.269
There Stands The Glass,Webb Pierce,145086,0.529,0.258,0.909,0.0,0.372,-7.342,0.0304,0.685,115.253
Bring The Noise,Anthrax,210400,0.575,0.941,0.000569,1.01e-06,0.145,-3.952,0.235,0.289,120.774
El Duelo,La Ley,194573,0.55,0.848,0.0568,0.0141,0.322,-6.422,0.045,0.547,107.069
"Baby, Please Don't Go (feat. Van Morrison)",Them,162293,0.72,0.705,0.506,1.12e-06,0.147,-6.82,0.0408,0.775,106.332
Plush,Stone Temple Pilots,310346,0.423,0.954,0.0021,0.0,0.177,-3.157,0.047,0.5,144.553
Love too soon,Pascal Comelade,259200,0.185,0.244,0.819,3.63e-06,0.253,-8.795,0.0329,0.118,180.161
Sheila,Jamie T,259813,0.729,0.865,0.0858,0.0,0.0764,-6.006,0.05,0.709,95.003
Roc Boys (And The Winner Is)...,JAY-Z,252306,0.692,0.905,0.0338,0.0,0.123,-2.302,0.26,0.641,94.483
Impossible Germany,Wilco,357160,0.553,0.727,0.584,0.138,0.113,-6.395,0.0254,0.507,104.95
Supernature,Cerrone,585374,0.619,0.948,0.00219,0.22,0.199,-6.641,0.0432,0.82,123.016
Domino - 1999 Remaster,Van Morrison,189426,0.731,0.555,0.321,0.000103,0.0527,-13.684,0.0519,0.935,131.26
Little Bit,Lykke Li,273426,0.819,0.736,0.158,0.00161,0.109,-6.504,0.0416,0.701,120.318
La Balsa,Los Gatos,176000,0.506,0.611,0.403,0.0,0.19,-4.977,0.0313,0.646,125.925
Too Much Monkey Business,Chuck Berry,174133,0.678,0.83,0.813,0.0,0.267,-5.901,0.128,0.853,93.275
Between the Sheets,The Isley Brothers,338133,0.718,0.31,0.445,1.62e-06,0.0629,-15.513,0.0957,0.561,83.839
Rhinestone Cowboy,Glen Campbell,195493,0.655,0.703,0.134,8.97e-05,0.349,-5.227,0.0267,0.725,115.127
Lump,The Presidents Of The United States Of America,134200,0.499,0.873,0.00468,0.0,0.165,-3.902,0.0386,0.864,142.726
Supper's Ready - New Stereo Mix,Genesis,1385906,0.344,0.608,0.145,0.000712,0.183,-9.39,0.0626,0.141,147.197
Incident on 57th Street,Bruce Springsteen,464560,0.439,0.698,0.0121,3.87e-06,0.232,-9.142,0.0536,0.616,111.659
Black Metal,Venom,221693,0.291,0.758,0.000918,6.84e-06,0.291,-12.103,0.0556,0.446,80.601
Hot House,Dizzy Gillespie,193493,0.719,0.278,0.993,0.866,0.301,-14.051,0.0781,0.676,83.804
How Many More Years - Single Version,Howlin' Wolf,162373,0.682,0.715,0.912,0.0129,0.153,-9.908,0.171,0.663,109.838
Wasted Days And Wasted Nights,Freddy Fender,171761,0.706,0.417,0.503,3.48e-06,0.47,-8.841,0.0349,0.881,88.49
Mongoloid,DEVO,224026,0.527,0.398,0.0572,0.335,0.119,-15.577,0.0351,0.633,147.976
Bad Luck,Harold Melvin & The Blue Notes,388186,0.61,0.797,0.0475,0.0,0.183,-9.352,0.0918,0.665,118.409
Wut,Le1f,167488,0.784,0.802,0.158,0.00882,0.108,-7.572,0.315,0.503,92.978
Crazy Little Thing Called Love - Remastered 2011,Queen,163373,0.599,0.761,0.713,4.74e-06,0.349,-6.887,0.0421,0.712,77.015
Sunday Mornin' Comin' Down,Kris Kristofferson,270706,0.515,0.263,0.474,0.000138,0.111,-15.13,0.0383,0.519,78.904
Jungle Boogie,Kool & The Gang,186533,0.806,0.838,0.103,0.000171,0.315,-8.717,0.114,0.706,107.898
La foule - 2012 Remastered,Édith Piaf,177306,0.484,0.473,0.788,6.45e-06,0.256,-6.274,0.0584,0.604,94.472
Having A Party,Sam Cooke,155226,0.488,0.63,0.498,0.0,0.32,-7.728,0.0472,0.708,124.284
Jailbreak,Thin Lizzy,240600,0.613,0.769,0.184,0.000614,0.473,-9.133,0.119,0.707,145.108
There's No Other Way - 2012 Remaster,Blur,204866,0.575,0.937,0.0563,1.06e-05,0.178,-5.858,0.0496,0.634,112.045
Rattlesnakes,Lloyd Cole and the Commotions,207426,0.457,0.884,0.02,4.17e-05,0.09,-9.954,0.0675,0.682,151.747
The Chauffeur - 2001 Remastered Version,Duran Duran,322213,0.682,0.609,0.199,4.48e-06,0.0702,-9.415,0.12,0.458,82.271
Friends,Whodini,281000,0.841,0.613,0.0912,1.03e-06,0.0636,-12.372,0.138,0.732,96.018
Chasing Pavements,Adele,210506,0.614,0.47,0.291,0.0,0.111,-6.09,0.0255,0.329,80.045
Panis Et Circenses,Os Mutantes,220453,0.334,0.866,0.0793,1.58e-06,0.156,-3.372,0.0891,0.467,113.948
Jocko Homo,DEVO,219933,0.574,0.536,0.516,0.000584,0.141,-12.849,0.0893,0.827,124.106
Gone Till November,Wyclef Jean,207466,0.677,0.503,0.0888,1.48e-05,0.182,-9.027,0.0867,0.417,85.926
Crêuza de mä - New Mix 2014,Fabrizio De André,375813,0.609,0.383,0.54,0.000586,0.382,-11.94,0.0328,0.472,126.554
Silent All These Years,Tori Amos,251226,0.484,0.158,0.94,1.64e-05,0.109,-14.687,0.0374,0.296,128.06
"Fight the Power, Pts. 1 & 2 - Part 1",The Isley Brothers,197826,0.863,0.74,0.0543,0.0026,0.0813,-8.285,0.235,0.901,125.282
I'm A Boy - Mono,The Who,161258,0.473,0.786,0.0176,0.0094,0.059,-7.313,0.036,0.537,131.893
Go West - 2003 Remaster,Pet Shop Boys,304080,0.535,0.951,0.0174,9.61e-06,0.345,-5.859,0.0373,0.444,120.72
That's the Way of the World,"Earth, Wind & Fire",345506,0.586,0.552,0.593,0.00101,0.31,-11.153,0.0488,0.732,82.0
Centerfield,John Fogerty,231346,0.777,0.948,0.127,5.36e-06,0.0708,-3.648,0.0479,0.973,142.359
Remember the Time,Michael Jackson,239226,0.831,0.921,0.153,0.00224,0.305,-2.383,0.0582,0.795,108.002
Reel Around the Fountain - 2011 Remaster,The Smiths,359226,0.67,0.571,0.00507,7.23e-05,0.124,-9.976,0.0255,0.899,109.905
$1000 Wedding - Remastered Version,Gram Parsons,303186,0.456,0.336,0.503,0.000716,0.0971,-10.364,0.0243,0.237,77.278
Dirty Dancing,Frida Hyvönen,246626,0.597,0.371,0.688,0.0,0.174,-6.931,0.0306,0.426,109.51
Work It,Marie Davidson,260320,0.803,0.852,0.000166,0.873,0.0963,-8.379,0.0486,0.376,130.025
Moment Of Surrender,U2,444306,0.512,0.711,0.0285,0.00163,0.0889,-7.21,0.0341,0.322,173.954
The Light,Common,242600,0.935,0.721,0.0328,0.0,0.0758,-4.036,0.247,0.645,97.013
March Madness,Future,244613,0.406,0.661,0.173,0.0,0.101,-5.142,0.311,0.335,180.206
In a Silent Way,Miles Davis,1192333,0.426,0.276,0.945,0.871,0.108,-15.045,0.0357,0.0493,132.244
Drunk Girls,LCD Soundsystem,222106,0.599,0.879,0.000261,0.0293,0.0813,-7.794,0.0392,0.807,144.044
Left Hand Free,alt-J,173630,0.698,0.876,0.452,0.0133,0.0824,-4.45,0.0486,0.81,101.992
Gett Off,Prince,272640,0.677,0.76,0.00257,0.000766,0.303,-7.659,0.0962,0.57,99.795
Need You Now,Cut Copy,369386,0.598,0.759,0.0249,0.647,0.1,-5.164,0.0378,0.401,122.306
Comme d'habitude,Claude François,252160,0.318,0.396,0.108,0.0,0.359,-12.478,0.033,0.494,85.299
A Shot in the Arm,Wilco,259800,0.556,0.787,0.0486,2.05e-05,0.0966,-5.006,0.0305,0.571,126.356
This Is How We Do It,Montell Jordan,277293,0.775,0.613,0.0413,0.0,0.5,-9.831,0.145,0.789,103.65
Whatever - Remastered,Oasis,382267,0.259,0.89,0.036,0.0075,0.329,-3.482,0.038,0.304,92.48
Problem,Ariana Grande,193920,0.66,0.805,0.0192,8.83e-06,0.159,-5.352,0.153,0.625,103.009
Reason To Believe,Tim Hardin,117493,0.65,0.24,0.459,0.0,0.46,-16.827,0.0384,0.734,82.245
Hip Hop Hooray,Naughty By Nature,267266,0.862,0.642,0.102,0.0,0.272,-13.652,0.101,0.765,99.201
It's Over,Roy Orbison,167133,0.488,0.355,0.756,0.00144,0.127,-10.964,0.0248,0.522,90.345
Otherside,Red Hot Chili Peppers,255373,0.458,0.795,0.00316,0.000202,0.0756,-3.265,0.0574,0.513,123.229
It's All Right,The Impressions,173360,0.464,0.417,0.537,0.0,0.252,-12.38,0.285,0.744,81.559
It's Yours (Radio Mix),T La Rock,261794,0.877,0.647,0.00158,0.0618,0.126,-9.652,0.232,0.334,98.404
Can I Change My Mind,Tyrone Davis,168600,0.575,0.721,0.462,0.0,0.101,-6.005,0.0378,0.922,101.594
A Sailor's Life,Fairport Convention,668360,0.364,0.413,0.0946,0.371,0.118,-12.602,0.0262,0.249,86.851
He's the Greatest Dancer,Sister Sledge,375400,0.7,0.815,0.00115,0.00124,0.0901,-9.711,0.044,0.837,113.245
Strandbar (disko),Todd Terje,527704,0.81,0.949,0.0543,0.957,0.155,-8.732,0.0428,0.787,121.971
Drowning In The Sea Of Love,Joe Simon,203106,0.604,0.45,0.375,0.0151,0.102,-10.552,0.0908,0.525,119.699
The Dance,Garth Brooks,224241,0.605,0.316,0.782,0.00433,0.148,-10.374,0.0305,0.181,135.162
Why Does It Always Rain On Me?,Travis,265000,0.497,0.537,0.079,0.000139,0.0782,-9.264,0.0269,0.371,108.448
Diamonds on the Soles of Her Shoes,Paul Simon,349280,0.791,0.677,0.776,0.00121,0.224,-9.724,0.0356,0.876,110.64
It Must Be Love,Madness,200120,0.538,0.521,0.383,6.77e-05,0.188,-7.332,0.0334,0.621,147.13
Good Enough to Keep (Air Mail Special),Benny Goodman Sextet,173293,0.735,0.561,0.868,0.0196,0.207,-11.636,0.0285,0.822,111.996
Red Hot,Billy Lee Riley,152866,0.382,0.699,0.739,0.0,0.0641,-12.289,0.072,0.724,174.92
Up the Bracket,The Libertines,160333,0.324,0.916,0.0109,0.0,0.369,-2.677,0.0829,0.594,182.417
Mamma Mia,ABBA,215266,0.75,0.754,0.287,0.000207,0.444,-6.999,0.0327,0.83,137.533
The Engine Driver,The Decemberists,255200,0.425,0.717,0.334,0.0,0.29,-6.498,0.0274,0.522,96.694
Neighborhood #2 (Laika),Arcade Fire,212000,0.555,0.873,0.0684,0.00839,0.13,-5.576,0.0375,0.961,130.646
Three Little Birds,Bob Marley & The Wailers,180266,0.826,0.49,0.00916,4.41e-06,0.0415,-10.477,0.0676,0.627,74.126
Youth,Daughter,253013,0.401,0.535,0.889,0.00667,0.116,-11.09,0.0407,0.436,146.515
Aerodynamic,Daft Punk,212546,0.624,0.911,0.329,0.861,0.0727,-7.482,0.0524,0.135,122.902
Les mots bleus,Christophe,251693,0.366,0.667,0.509,1.19e-06,0.0328,-5.613,0.0364,0.411,138.724
A Sunday Kind of Love,The Harptones,183333,0.349,0.149,0.985,0.0038,0.0893,-13.2,0.0294,0.44,147.664
Harlem Air-Shaft,Duke Ellington,176160,0.684,0.495,0.819,0.272,0.499,-9.437,0.043,0.752,98.491
Good Life,Kanye West,207000,0.439,0.808,0.00305,0.0,0.439,-6.881,0.346,0.487,82.962
Tombstone Blues,Bob Dylan,356226,0.504,0.808,0.408,0.0,0.316,-7.25,0.0584,0.653,123.866
"Hallelujah, I Love Her So",Ray Charles,155506,0.696,0.547,0.792,0.0,0.155,-5.954,0.169,0.623,73.203
Rippin' Kittin - Original Mix,Tenebrio,566569,0.804,0.712,0.0278,0.734,0.0463,-8.535,0.0862,0.834,122.001
Jigsaw Falling Into Place,Radiohead,248893,0.461,0.833,0.105,0.00419,0.0741,-6.082,0.0481,0.808,165.635
Closer to Fine,Indigo Girls,241600,0.54,0.677,0.368,0.0,0.224,-6.349,0.0286,0.748,98.339
Lapdance,N.E.R.D,209760,0.713,0.96,0.0381,1.25e-05,0.255,-2.34,0.143,0.714,101.982
Mickey,Toni Basil,254666,0.684,0.8,0.262,3.5e-06,0.0624,-10.464,0.0449,0.968,148.205
Southern Hospitality (Featuring Pharrell),Ludacris,300933,0.623,0.896,0.035,0.0,0.0941,-4.719,0.247,0.613,95.158
Good Times Bad Times - 1993 Remaster,Led Zeppelin,166266,0.476,0.717,0.0382,7.61e-05,0.0818,-9.192,0.0949,0.753,93.584
Portions for Foxes,Rilo Kiley,284640,0.474,0.807,0.000938,0.0121,0.154,-3.635,0.035,0.302,138.913
Can't Hardly Wait - 2008 Remaster,The Replacements,188146,0.538,0.814,0.03,2.48e-06,0.114,-7.06,0.0526,0.58,141.256
The Wheel,PJ Harvey,338120,0.574,0.905,0.024,0.135,0.0854,-6.581,0.0303,0.764,137.965
Poison,The Prodigy,402466,0.697,0.918,0.0533,0.112,0.102,-8.398,0.1,0.24,104.032
Black Cab,Jens Lekman,294413,0.581,0.928,0.598,0.531,0.155,-3.787,0.0393,0.614,129.973
Baby,Gal Costa,212933,0.356,0.272,0.508,2.02e-05,0.263,-13.263,0.0368,0.509,113.345
Caught Up in the Rapture,Anita Baker,250266,0.593,0.506,0.412,3.99e-06,0.048,-9.708,0.0263,0.378,91.273
Supernova,Liz Phair,168840,0.517,0.758,0.000362,0.723,0.332,-10.457,0.0363,0.705,130.708
Has It Come to This?,The Streets,245200,0.668,0.854,0.00436,0.0,0.314,-4.577,0.397,0.903,130.072
La Leyenda Del Tiempo,Camaron De La Isla,220866,0.601,0.878,0.655,0.000775,0.469,-7.675,0.0407,0.724,134.528
Ship To Wreck,Florence + The Machine,234526,0.564,0.923,0.00147,0.0,0.277,-3.843,0.0325,0.587,141.991
Everybody's Got To Learn Sometime,The Korgis,251133,0.405,0.397,0.0254,8.29e-05,0.0727,-9.109,0.0272,0.138,75.03
The Sound Of The Suburbs,The Members,233200,0.399,0.747,0.032,7.45e-06,0.0688,-10.62,0.0741,0.597,181.964
Ladies First (feat. Monie Love),Queen Latifah,233693,0.828,0.844,0.0308,1.02e-06,0.349,-7.886,0.25,0.879,107.299
Sonnendeck - Schallplattenspieler-Fassung [Ekimas & Proppe Remix],PeterLicht,338426,0.671,0.847,0.0226,0.000173,0.142,-6.526,0.0457,0.775,110.579
Oops (Oh My) [feat. Missy Elliott],Tweet,237800,0.66,0.536,0.233,0.00669,0.111,-8.786,0.29,0.775,159.963
Slow Ride,Foghat,494533,0.449,0.642,0.00608,0.00707,0.175,-10.527,0.0487,0.586,113.638
Walking In the Rain,The Ronettes,196720,0.495,0.649,0.434,0.0,0.1,-8.295,0.032,0.403,108.031
Tom Courtenay,Yo La Tengo,209840,0.249,0.611,0.57,0.675,0.0902,-7.431,0.0397,0.3,124.864
Bachelor Kisses - Remaster 2002,The Go-Betweens,213826,0.636,0.518,0.0619,0.000131,0.118,-13.845,0.0342,0.526,118.076
Perfect Places,Lorde,221874,0.616,0.576,0.0024,2.91e-05,0.128,-5.299,0.0561,0.521,104.414
Slave To Love,Bryan Ferry,266333,0.661,0.818,0.182,0.000995,0.0527,-5.9,0.0291,0.79,147.544
Concrete Jungle,Bob Marley & The Wailers,246857,0.7,0.51,0.193,0.00167,0.596,-13.549,0.137,0.729,96.541
Conga!,Miami Sound Machine,252933,0.782,0.873,0.141,0.0571,0.112,-7.157,0.0475,0.858,123.181
Maneater,Daryl Hall & John Oates,271893,0.727,0.685,0.0351,4.43e-05,0.0973,-7.159,0.0398,0.812,88.75
Pay to Cum,Bad Brains,85640,0.126,0.914,0.0017,0.0216,0.291,-12.613,0.116,0.369,160.639
Cattails,Big Thief,245640,0.556,0.58,0.822,0.00594,0.111,-6.925,0.0249,0.702,80.514
Lil' Darlin',Count Basie Orchestra,288173,0.383,0.0305,0.911,0.468,0.0966,-21.459,0.0332,0.172,64.27
Amarillo By Morning,George Strait,173466,0.606,0.361,0.264,3.39e-05,0.38,-16.031,0.0346,0.621,121.059
Precious,Depeche Mode,250160,0.568,0.883,0.0973,0.0476,0.104,-4.575,0.0271,0.861,104.987
I Am a Rock,Simon & Garfunkel,169266,0.693,0.461,0.531,2.23e-05,0.117,-13.062,0.0384,0.747,113.997
Samba Pa Ti,Santana,284800,0.407,0.358,0.829,0.424,0.0827,-12.908,0.0343,0.267,92.292
Murder She Wrote,Chaka Demus & Pliers,244533,0.866,0.766,0.0314,0.000987,0.284,-7.562,0.161,0.89,95.091
The Ballad Of Lucy Jordan,Marianne Faithfull,250226,0.701,0.245,0.814,0.00363,0.0914,-17.992,0.0415,0.728,120.801
Backseat Freestyle,Kendrick Lamar,212653,0.546,0.651,0.000739,0.0,0.235,-7.601,0.3,0.646,77.878
Comfy in Nautica,Panda Bear,244653,0.441,0.965,0.379,1.68e-05,0.366,-6.654,0.158,0.0563,119.888
Such a Shame - 1997 Remaster,Talk Talk,335533,0.637,0.657,0.0456,0.00611,0.048,-8.28,0.0473,0.101,114.311
"Maple Leaves - 7"" version",Jens Lekman,225586,0.361,0.865,0.371,0.0256,0.685,-4.098,0.0897,0.743,115.699
Andmoreagain,Love,198493,0.545,0.262,0.34,0.0,0.175,-13.839,0.0266,0.493,100.653
Message personnel - Remasterisé en 2013,Françoise Hardy,256506,0.366,0.412,0.641,0.0731,0.126,-11.122,0.0367,0.177,127.383
Dedicated To The One I Love,"The ""5"" Royales",164640,0.511,0.404,0.241,0.0,0.269,-5.905,0.0396,0.762,111.935
Being with You,Smokey Robinson,240306,0.651,0.363,0.696,0.0,0.098,-12.477,0.0274,0.653,108.015
Lobo-hombre en París,La Unión,232160,0.602,0.952,0.0162,4.92e-05,0.112,-5.195,0.0628,0.75,146.287
Keep Ya Head Up,2Pac,262506,0.634,0.734,0.156,0.0,0.45,-7.014,0.414,0.58,86.066
Queen Of Hearts,Fucked Up,276200,0.354,0.994,0.000143,3.34e-05,0.352,-1.859,0.0652,0.279,90.02
19,Paul Hardcastle,210853,0.753,0.897,0.00281,0.73,0.351,-8.54,0.073,0.937,117.937
6 'N the Mornin',ICE-T,224866,0.823,0.745,0.00282,0.000332,0.323,-6.637,0.247,0.58,91.919
I Will Possess Your Heart,Death Cab for Cutie,505773,0.605,0.619,0.423,0.313,0.0732,-8.971,0.0261,0.578,133.074
Funky Cold Medina,Tone-Loc,248160,0.988,0.63,0.0789,2.63e-06,0.0656,-15.038,0.0954,0.923,117.494
Fantasy,"Earth, Wind & Fire",277466,0.619,0.744,0.325,0.00548,0.207,-8.754,0.0743,0.598,88.987
Nothing but a Heartache,The Flirtations,140680,0.618,0.734,0.0343,0.0,0.159,-5.875,0.0481,0.667,134.049
Higher State of Consciousness - Tweekin Acid Funk,Wink,377960,0.752,0.929,0.197,0.757,0.0363,-5.574,0.0703,0.406,125.9
Genie in a Bottle,Christina Aguilera,217133,0.633,0.792,0.185,0.000185,0.152,-6.968,0.149,0.918,175.795
Tunnel Of Love - Intro/The Carousel Waltz,Dire Straits,489506,0.488,0.792,0.242,0.0147,0.217,-7.882,0.0373,0.617,137.54
Bamboleo,Gipsy Kings,203173,0.671,0.884,0.414,0.00015,0.0701,-9.267,0.0586,0.933,119.574
Master and Servant,Depeche Mode,252866,0.62,0.916,0.0151,0.00228,0.0633,-8.306,0.0515,0.799,127.778
True - 2003 Remaster,Spandau Ballet,393386,0.777,0.521,0.359,0.11,0.0594,-8.443,0.0277,0.335,97.623
We Don't Care,Kanye West,239880,0.595,0.754,0.0142,0.0,0.247,-5.827,0.181,0.647,83.155
If I Can Dream - Stereo Mix,Elvis Presley,189426,0.403,0.574,0.38,0.000543,0.178,-10.688,0.0288,0.424,95.191
Straight Up,Paula Abdul,251466,0.769,0.826,0.267,0.0177,0.0638,-8.252,0.0624,0.762,95.862
